"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"212157_at",-1.69647673333333,8.20664254545455,-8.95427152373667,1.38222298687338e-06,0.000314524840663038,5.79309016384729
"212281_s_at",-2.46616848888889,9.01053487878788,-8.87842719911702,1.50913301323208e-06,0.00033995258620595,5.70709181450005
"204607_at",-2.42123977777777,13.1549042424242,-8.87050584475669,1.52309239846202e-06,0.000340898041249213,5.69807203634635
"57539_at",-2.44479337777775,9.41367339393938,-8.81576759351556,1.623427233456e-06,0.000358550074903094,5.63554636320593
"207354_at",-1.577344,8.66057578787879,-8.81324382719743,1.62822124397509e-06,0.000358550074903094,5.63265522376866
"209047_at",3.76769386666667,8.77113145454546,8.76924313953638,1.71429161555845e-06,0.000375484867816356,5.58213114229357
"231684_at",-1.22120371111111,7.00407518181818,-8.76050769396802,1.73195328438925e-06,0.000377335503060102,5.57207390220398
"229819_at",-2.84814817777779,12.1671683030303,-8.75041084678898,1.75261120212547e-06,0.000379815884803477,5.56043821028722
"201432_at",-1.33652844444442,13.7148481818182,-8.74224190822042,1.76951823824306e-06,0.000381461565895776,5.55101557505133
"214261_s_at",-2.81931491111112,11.7978543333333,-8.72636956206402,1.80287150234015e-06,0.000386616826514922,5.5326850490242
"213874_at",-1.5227220888889,10.3127491515152,-8.70541271468542,1.84794660045438e-06,0.000391326066755906,5.50843752702517
"206561_s_at",4.83375895555556,9.65534060606061,8.7035292242212,1.85205655539748e-06,0.000391326066755906,5.50625577337527
"227828_s_at",-1.99497595555557,10.294474969697,-8.70287158012846,1.85349390733772e-06,0.000391326066755906,5.50549388920415
"219076_s_at",-2.33969284444445,10.733191030303,-8.68636243202795,1.8899715757265e-06,0.000394955845766234,5.48635135827465
"230577_at",-4.8354192,9.29037884848485,-8.67905978712138,1.906352219192e-06,0.000396356754040027,5.47787367252305
"203641_s_at",-2.18235348888889,7.81387336363636,-8.66914664888633,1.92883276065056e-06,0.000398066710839231,5.46635543242181
"201790_s_at",-1.8770316,8.21358915151515,-8.66687952766242,1.93401390309839e-06,0.000398066710839231,5.46371960461073
"207300_s_at",-2.38449786666668,10.113294,-8.62672903378223,2.0282896098796e-06,0.000415383570655293,5.41693911053519
"223427_s_at",-2.99478260000001,8.57937484848486,-8.62064509428252,2.04300019358901e-06,0.000416314651389115,5.40983394948802
"227180_at",1.32662182222222,6.80466036363636,8.61462677001199,2.0576648320628e-06,0.000417227197309209,5.40280111332208
"209443_at",-1.72970195555556,11.2061540606061,-8.59223099868941,2.11323609237383e-06,0.000426384419248964,5.37659241885989
"213094_at",-2.26125880000001,8.54849609090909,-8.58744423508914,2.12532125561265e-06,0.000426720751512933,5.37098298968042
"210835_s_at",1.62118967777777,8.68160912121212,8.5734465732255,2.16108870851152e-06,0.000431785523960602,5.3545640480125
"201708_s_at",-1.56836764444445,8.91807006060606,-8.54372475136345,2.23919515439847e-06,0.000445219389946636,5.31962375255403
"236235_at",-1.55277744444444,8.00939518181818,-8.53630689240836,2.25915737826167e-06,0.00044655926133311,5.3108870716843
"266_s_at",4.20243657777777,8.41981933333333,8.53313955196642,2.26773911368166e-06,0.00044655926133311,5.30715460861942
"204867_at",-1.93008166666667,8.05709515151515,-8.50369890863087,2.34920116755011e-06,0.000460387227854952,5.27240373074236
"205208_at",-3.43568428888887,10.5919675454545,-8.49462881163422,2.37492637525714e-06,0.000463212425734083,5.26167673992905
"238835_at",-3.78522806666667,7.79744612121212,-8.48357106725108,2.4066985985952e-06,0.000467184681989861,5.2485856540112
"202670_at",-1.88631222222224,9.23264490909092,-8.47579166660926,2.42932425516382e-06,0.000469352321543654,5.2393669463795
"201220_x_at",1.38934648888889,9.21443224242424,8.47006978810766,2.44611140127718e-06,0.000470376886783625,5.23258178997915
"209448_at",1.95992488888886,11.1082407272727,8.45790098175232,2.48222806247688e-06,0.000475091491640142,5.2181385946353
"223593_at",-1.86520462222222,7.77770927272727,-8.43284362572635,2.55841194924631e-06,0.000487395325717114,5.18834171749609
"221142_s_at",-1.77736953333333,9.17112309090909,-8.42402173816152,2.58582762769541e-06,0.000489141402090699,5.17783315094965
"201348_at",1.52365522222223,13.57831,8.42222118572684,2.59146180946023e-06,0.000489141402090699,5.17568718989217
"219733_s_at",-2.45377033333335,10.4541465151515,-8.39874411378182,2.66614234415393e-06,0.000500929010432113,5.14767046872541
"223721_s_at",-1.86265728888889,7.65270881818182,-8.38905813657265,2.69762313292752e-06,0.000504529433340541,5.13609208607877
"211161_s_at",3.90070065555556,9.4724386969697,8.3756116320969,2.74198876426308e-06,0.000510027902766927,5.11999956802725
"223062_s_at",-2.7898260222222,10.4531511515151,-8.37263158673048,2.75192671968288e-06,0.000510027902766927,5.11643013084552
"210063_at",-1.36103415555556,8.10304266666667,-8.34485935706125,2.84642195841984e-06,0.000522861564657535,5.08311311001761
"204259_at",3.42277726666667,8.18612284848485,8.34299934706205,2.85287379347627e-06,0.000522861564657535,5.08087838369706
"206336_at",4.74896605555555,8.47156221212121,8.34110266282508,2.85946899297561e-06,0.000522861564657535,5.07859915975097
"203557_s_at",-1.68157975555555,10.4772627878788,-8.33236945592009,2.89004799105625e-06,0.00052610433629188,5.06809889351257
"200663_at",1.45357200000001,13.1626412121212,8.31541354686964,2.95042444393323e-06,0.000534718738048942,5.04768552537187
"208667_s_at",-1.02532413333334,11.1344935757576,-8.31102223920859,2.96628051305421e-06,0.00053522415653827,5.04239305264877
"219525_at",-3.1374588888889,10.0083712121212,-8.28536867475894,3.06075500858449e-06,0.000547447442779965,5.01142770500603
"202948_at",1.35415733333332,11.7014860606061,8.27786542427334,3.08899328260113e-06,0.000550095982008955,5.00235556447319
"205657_at",-2.20322740000001,8.49960666666667,-8.27036166616314,3.11751300778037e-06,0.000551078087585237,4.99327588315186
"207202_s_at",-1.94010122222222,8.56070503030303,-8.26934024254569,3.12141693693144e-06,0.000551078087585237,4.99203940635176
"219255_x_at",-1.45861521111111,8.86578203030303,-8.25454472115955,3.17855780831271e-06,0.000556369868678121,4.97411438024372
"228219_s_at",-1.57769133333334,9.48768557575758,-8.2245147822767,3.29801195921707e-06,0.000574822433351371,4.93764952325322
"203310_at",1.32596297777777,9.45845,8.21705233403949,3.32843698255034e-06,0.000577667162577454,4.92857069469718
"214455_at",1.46656558888889,6.59517033333333,8.20056082952117,3.39674666469674e-06,0.0005870352178874,4.9084826207206
"222925_at",2.9480588,7.95304872727273,8.19626462754145,3.41478770450246e-06,0.000587673485666875,4.90324393644599
"206496_at",-1.90100133333333,12.2455618181818,-8.18772174609136,3.45096773400899e-06,0.000591415010114119,4.89282014303117
"205042_at",-2.16717511111111,10.4901548484849,-8.18343985094289,3.46925641855639e-06,0.00059207197353188,4.88759207766704
"208131_s_at",2.22074561111112,9.26544487878789,8.17577574519139,3.50225098645452e-06,0.000595222813917804,4.87822874094972
"205412_at",-1.60951155555556,12.5660260606061,-8.15813525760263,3.57947958735528e-06,0.000602360750327043,4.85664933839268
"226745_at",-1.65316200000003,10.5218793939394,-8.15613087457319,3.58836942014694e-06,0.000602360750327043,4.85419494598354
"205682_x_at",-2.60594888888889,10.8443166666667,-8.14609046000105,3.63325820180476e-06,0.000607406623215188,4.84189278561034
"203435_s_at",-1.50912515555556,7.48730690909091,-8.12727942803665,3.71898697132907e-06,0.000617192245857921,4.81881039988249
"226649_at",-2.35595991111112,11.0037135757576,-8.12338657452836,3.73699741138124e-06,0.000617192245857921,4.81402808229385
"201666_at",2.68620444444445,12.0468775757576,8.1152815942436,3.77479602629864e-06,0.000620167457778303,4.80406513535451
"213513_x_at",1.61976688888889,10.3043187878788,8.11304595066789,3.78529418307517e-06,0.000620167457778303,4.8013155497714
"217733_s_at",1.90176333333331,12.4885212121212,8.10536537313456,3.8215997676308e-06,0.000621467313796101,4.79186454420773
"208816_x_at",2.30166433333334,10.1242420606061,8.0901036353643,3.89485317646844e-06,0.000626525065139605,4.77306289521339
"224812_at",-1.70025655555555,9.77086133333333,-8.08944029596812,3.89807100903787e-06,0.000626525065139605,4.77224503289797
"207621_s_at",-2.02664224444445,10.0559037575758,-8.08588761804219,3.9153534609476e-06,0.000626525065139605,4.76786382791453
"201941_at",1.12226757777777,9.38149151515151,8.08578020556884,3.91587725959469e-06,0.000626525065139605,4.76773134085181
"220751_s_at",-1.18731060000001,9.52210703030304,-8.05935393374792,4.04705589517871e-06,0.000644013938098161,4.73509193783768
"208471_at",-2.61357211111112,10.9589271212121,-8.04930447445047,4.09816991239636e-06,0.000648096299003253,4.72265663066566
"227522_at",-2.70851084444446,11.4675664848485,-8.03926134608719,4.14994338274023e-06,0.000653759734667911,4.71021641866094
"210614_at",-1.50564028888889,6.97504793939394,-8.02706800930984,4.21374512831214e-06,0.000661267382032709,4.69509565176541
"209496_at",-1.90478088888887,12.2331593939394,-8.02174436412623,4.24193000599285e-06,0.000663149660746035,4.68848798227808
"210215_at",-2.26374375555556,11.7861727878788,-8.00031741488017,4.35742947760567e-06,0.000678615794575097,4.66185669259513
"230716_at",-2.25742533333333,9.32316224242424,-7.99419446758507,4.39105008615334e-06,0.000681261441207404,4.65423585630613
"203609_s_at",-1.14447648888889,7.4058723030303,-7.98466839993381,4.4439106467624e-06,0.000684775892810052,4.64236990658883
"205251_at",-1.35999727777778,8.2175706969697,-7.98409046016663,4.44713951726052e-06,0.000684775892810052,4.64164963666634
"205674_x_at",1.92728892222222,8.52231403030303,7.97305056092208,4.50930288596159e-06,0.000690460503760772,4.62788276491101
"202404_s_at",3.348131,7.77658706060606,7.97152519763281,4.51796481525365e-06,0.000690460503760772,4.62597940086596
"208946_s_at",1.1203239,8.08999396969697,7.96859940318938,4.53462915382816e-06,0.000690460503760772,4.62232773508803
"208690_s_at",1.23717666666671,12.0733296969697,7.95752857582907,4.59828324550068e-06,0.000697559568342452,4.60850043172244
"214910_s_at",-2.78681895555555,10.8120446666667,-7.92270361470312,4.8048356120075e-06,0.000724591417933714,4.56490253983248
"225534_at",-1.61614846666665,10.8028137272727,-7.92154808374647,4.81185736170244e-06,0.000724591417933714,4.56345325492112
"207584_at",-2.65784233333334,7.95422884848485,-7.91177203931115,4.87170457272993e-06,0.000728558960330645,4.55118514344689
"201125_s_at",1.10884099999998,10.579050969697,7.91064020930772,4.87868475613522e-06,0.000728558960330645,4.54976400118224
"210168_at",-1.57470888888888,13.1736254545455,-7.90855582832617,4.89156752095821e-06,0.000728558960330645,4.54714639227253
"236772_s_at",-1.21345851111111,8.66115806060606,-7.89403156266609,4.9823541679483e-06,0.000733530166464004,4.52889104427682
"201425_at",-1.14815099999998,13.5541081818182,-7.89205927035563,4.99482084576277e-06,0.000733530166464004,4.52641000899664
"217868_s_at",1.24362615555557,9.7766913939394,7.89045258807521,5.00500122699285e-06,0.000733530166464004,4.52438852168728
"1554837_a_at",-1.63214124444444,8.09913139393939,-7.88895839382783,5.01448879635541e-06,0.000733530166464004,4.5225082663417
"205012_s_at",-1.3676558,9.73693627272727,-7.88502791426733,5.03953794383182e-06,0.000734570941784369,4.5175608825518
"213101_s_at",1.24064511111112,11.8225684848485,7.88031181009327,5.06977089719681e-06,0.000736357255951362,4.51162199391711
"208949_s_at",3.35695433333331,10.5537273333333,7.87670626643275,5.09301550600304e-06,0.000736914532540393,4.50707968068123
"209118_s_at",2.12657033333333,9.02271187878787,7.87414597623512,5.10959074297399e-06,0.000736914532540393,4.5038531764267
"204615_x_at",-1.62934126666666,10.032318,-7.86856045920694,5.14595201490825e-06,0.000739554556416235,4.4968113215034
"1555564_a_at",-1.61238182222223,11.5886647272727,-7.86272482110601,5.18423771154174e-06,0.00074245172177286,4.48944983829389
"205776_at",-2.13721342222224,10.6169182424242,-7.84604688600642,5.29534737661516e-06,0.000755721718462649,4.4683869172385
"205550_s_at",1.2202316888889,9.30264121212122,7.83591826777023,5.36406738005884e-06,0.000762870957707743,4.45557774588257
"204428_s_at",-2.43950595555555,8.93133087878788,-7.82459811109735,5.44200331436567e-06,0.00077127686419759,4.44124600245274
"220507_s_at",-2.7567722888889,9.88366224242425,-7.81266593238403,5.52546703473547e-06,0.000780405531985277,4.42612146425652
"208636_at",1.80297311111111,10.3545481212121,7.80588063533123,5.57353950584079e-06,0.000784490050239631,4.417512588628
"226780_s_at",-1.2016508,8.50431975757576,-7.79243124465809,5.67015422423828e-06,0.000792641115599235,4.40043096707545
"206979_at",-2.91340768888884,12.099486,-7.78841328086567,5.6993642243177e-06,0.000794014487291934,4.39532333047139
"221751_at",-1.03487088888887,10.0322436969697,-7.77895691411474,5.76874822858898e-06,0.000800956470151783,4.38329411690258
"217957_at",-1.21176271111111,8.68072054545454,-7.76793870257218,5.85073435017241e-06,0.000809595365705107,4.36926345023756
"237350_at",-2.0520474,8.60559684848485,-7.75795469498075,5.92610270413498e-06,0.000812543274187218,4.3565360971762
"217319_x_at",-3.01559946666668,9.74997296969698,-7.75752723052579,5.92935270728774e-06,0.000812543274187218,4.35599088670027
"229491_at",-1.3038268,8.03296745454545,-7.75463532476245,5.95138998159539e-06,0.000812543274187218,4.35230177355297
"205311_at",-2.24619806666667,9.43641854545455,-7.73910477477477,6.07124722394717e-06,0.000826153538357649,4.33247128107489
"218237_s_at",2.2754784,7.58504436363636,7.73608572337115,6.09484532938536e-06,0.000826618443199653,4.3286126901315
"227865_at",-1.07010217777778,10.447981030303,-7.72855124198169,6.1541671226584e-06,0.000831909343818368,4.31897782156218
"221662_s_at",-1.75236175555555,8.99378448484848,-7.71680738960415,6.24786656222496e-06,0.000841797258296619,4.30394533462939
"235229_at",3.66967366666667,9.65098981818182,7.70700921797579,6.32721069724387e-06,0.000849692534257087,4.29138956498127
"201886_at",-1.33163974444444,8.38164815151515,-7.69431025980722,6.43165322417794e-06,0.000860895700683347,4.27509789267051
"205700_at",-2.86172066666667,12.9367078787879,-7.68981547070996,6.46906142291481e-06,0.000863082367495661,4.26932639607319
"206345_s_at",-1.35271822222222,13.278196969697,-7.67552337728287,6.58956372925088e-06,0.000876305002553204,4.25095712382029
"206256_at",-2.24605140000001,8.59371854545455,-7.6699578835435,6.63713648348086e-06,0.000879774994261788,4.24379667105037
"204973_at",-1.33787888888888,9.58508612121211,-7.6613797569361,6.71118183854935e-06,0.000883915541122136,4.23275224500939
"201242_s_at",1.23560266666669,12.5322109090909,7.65957252307663,6.72689410718992e-06,0.000883915541122136,4.23042417767597
"226064_s_at",-2.06445566666667,9.23473606060607,-7.65885826409149,6.73311479357666e-06,0.000883915541122136,4.22950395515583
"200989_at",1.618982,11.7595109090909,7.64947484633237,6.81541176486137e-06,0.000890006745486759,4.2174084968913
"222980_at",1.27868738888889,10.8256328181818,7.64714434113275,6.83601780667753e-06,0.000890006745486759,4.21440261907665
"210538_s_at",2.93100962222224,8.84079387878789,7.64616449259775,6.84470140453451e-06,0.000890006745486759,4.21313859988948
"202959_at",-2.3659202888889,9.89303224242425,-7.63226612160865,6.96915054482332e-06,0.00090283329695035,4.1951958552263
"212399_s_at",1.51191201111111,7.56965512121212,7.62647963179542,7.02167593159663e-06,0.00090283329695035,4.18771800009343
"206344_at",-1.45407351111111,7.47012393939394,-7.62643114450048,7.02211784798835e-06,0.00090283329695035,4.18765532148977
"226185_at",1.35395075555556,6.93407593939394,7.62540085935797,7.03151497173177e-06,0.00090283329695035,4.18632341805843
"203881_s_at",-1.26276962222222,8.79427103030303,-7.61667156169924,7.11167602114755e-06,0.00091027230671932,4.17503296850145
"217487_x_at",-1.51889196666667,7.69183906060606,-7.60867932806956,7.18592636200989e-06,0.000916910772154402,4.16468699786516
"206200_s_at",1.57126066666668,10.0902313939394,7.57938459603053,7.46525540131767e-06,0.000945213697940141,4.12669253122942
"224707_at",1.85319700000001,10.1130199393939,7.57818170679028,7.47697058357396e-06,0.000945213697940141,4.12512998379993
"202735_at",-1.83656882222223,9.82135721212122,-7.5714447273639,7.54294794601476e-06,0.000946818739386808,4.11637512741982
"202603_at",1.32603177777779,10.409657939394,7.56991731887059,7.5579927718106e-06,0.000946818739386808,4.11438938721691
"219268_at",-1.22015113333333,8.18459451515151,-7.56981357616516,7.55901579090032e-06,0.000946818739386808,4.11425450304185
"201417_at",3.42812266666668,8.36243824242425,7.56670921819705,7.58969686696108e-06,0.000947763396261765,4.11021761754053
"222930_s_at",-1.19965891111111,7.87000993939394,-7.55795989437327,7.67688741585448e-06,0.000955737482267428,4.09883316280931
"218638_s_at",1.21152566666667,9.05994915151516,7.55372369701184,7.71948723899051e-06,0.000958128720672158,4.09331744381601
"204470_at",1.91151292222222,7.63856778787879,7.55017669731505,7.75535089007139e-06,0.000958644562131456,4.08869725372311
"210397_at",2.71527900000003,11.4616533939394,7.54400797156839,7.81814794732239e-06,0.000961632197520654,4.08065810989228
"201301_s_at",2.10253644444446,11.6189672727273,7.53654111762304,7.89488829902141e-06,0.000967147006162365,4.07092044931692
"230323_s_at",2.6144775111111,7.97261575757575,7.53505971558833,7.91020891780542e-06,0.000967147006162365,4.0689876422537
"204620_s_at",2.14639894444444,8.19043027272727,7.51890432545715,8.07936720511185e-06,0.000984889289744572,4.0478904578361
"221188_s_at",-1.85588808888889,11.4829367272727,-7.50261299805546,8.25387271093903e-06,0.000998275034499946,4.02658044891496
"222666_s_at",-2.52014946666668,10.4961875151515,-7.50183629461056,8.26229245576019e-06,0.000998275034499946,4.02556358898692
"220496_at",-1.53068899999999,9.4525946060606,-7.48653304893448,8.43007223370159e-06,0.00101257281120288,4.00551211284075
"1554459_s_at",-2.91049337777778,10.8050062424242,-7.47850331103744,8.51956180213141e-06,0.00101852807304945,3.99497838868497
"206069_s_at",-1.13175513333333,7.45109818181818,-7.47762728510826,8.52938619243543e-06,0.00101852807304945,3.99382866056808
"222981_s_at",1.09105268888888,9.58063715151515,7.44716590006631,8.878649717142e-06,0.00105408873554904,3.9537859559566
"212334_at",1.49890522222222,10.8531633333333,7.43007558989716,9.08127356264823e-06,0.00107217879589736,3.93126542063338
"201706_s_at",-1.21977739999999,9.32893372727272,-7.42990031330135,9.0833770887078e-06,0.00107217879589736,3.9310342483718
"203797_at",-1.41010206666667,8.17371884848485,-7.41501293676243,9.26395844884382e-06,0.00108722771950199,3.91138417417576
"209386_at",2.29397288888889,11.1260633939394,7.4078207086174,9.35257049098811e-06,0.00109449124211538,3.90188033022644
"210751_s_at",-1.95707404444445,11.3433786666667,-7.39993864755354,9.45072332630345e-06,0.00110282671430787,3.89145691459588
"200027_at",1.36419733333335,11.5742763636364,7.37190129124164,9.80888648438226e-06,0.00113501845643216,3.85431158192225
"229498_at",-1.22297275555554,11.2781055151515,-7.37170872841714,9.81139597044967e-06,0.00113501845643216,3.85405609676999
"219541_at",-1.21815713333334,8.14442454545454,-7.36971365507132,9.83743626634968e-06,0.00113501845643216,3.85140881232958
"219185_at",-1.08411653333333,7.87059675757576,-7.35587266778704,1.00201395474139e-05,0.00115285083068125,3.833028195754
"212460_at",1.89483042222222,9.03645533333333,7.35321676547761,1.00556108073049e-05,0.00115369121304314,3.82949822636406
"203216_s_at",1.50044934444444,8.34347081818182,7.34154456405056,1.02130990798921e-05,0.0011684869419366,3.81397330560265
"208607_s_at",3.09837244444443,11.0916386666667,7.3363551632503,1.02839622307206e-05,0.00117331701673561,3.8070650606002
"202283_at",-1.34290133333332,13.0641703030303,-7.33186353792103,1.03457212969246e-05,0.0011770844405576,3.80108275339763
"201115_at",-1.38364905555556,8.04444733333333,-7.32005279801727,1.0510016144215e-05,0.00118917058356603,3.78533916249479
"211340_s_at",1.25834744444444,8.61718933333333,7.2959812490277,1.08535622685153e-05,0.00122465855910776,3.75319320549311
"204154_at",-1.98480008888887,12.1621036969697,-7.29331047908731,1.08924123264854e-05,0.0012256657046168,3.74962169824509
"202682_s_at",1.35927804444445,8.20446121212121,7.28151840538973,1.10657294962147e-05,0.00123836397386737,3.73384101318322
"218424_s_at",-1.1414498888889,9.6473856969697,-7.2715715156049,1.12142180287952e-05,0.00125034167147249,3.72051485998864
"212816_s_at",-1.99729726666666,8.66763860606061,-7.26599913955631,1.12983323962994e-05,0.00125034167147249,3.71304346238309
"207201_s_at",-3.55445502222221,10.9436908484848,-7.264729693227,1.1317588656593e-05,0.00125034167147249,3.7113408044904
"218025_s_at",-1.42276933333333,11.8214433333333,-7.26437430585642,1.13229858158732e-05,0.00125034167147249,3.71086409801675
"224899_s_at",-1.06001279999997,11.2226326666667,-7.26306579673414,1.13428814578336e-05,0.00125034167147249,3.70910875220356
"226847_at",-2.41596091111112,10.2527520606061,-7.26058129877343,1.13807606538974e-05,0.00125034167147249,3.70577518946194
"223290_at",-1.01029904444444,7.55878427272727,-7.26020915657775,1.13864460426094e-05,0.00125034167147249,3.70527579674182
"222572_at",1.60968443333333,7.03738657575758,7.24741349640146,1.15837889258783e-05,0.00126861072356965,3.68809323923861
"213373_s_at",1.10777488888889,7.36086415151515,7.24284925182705,1.16550631210964e-05,0.00127077373625465,3.68195874666133
"206295_at",1.00588267777778,6.29372478787879,7.2421776240881,1.16655905864828e-05,0.00127077373625465,3.68105581607254
"213501_at",-1.27131186666667,8.02339496969697,-7.21607245544874,1.20827517028599e-05,0.00130436572153187,3.645912269861
"217975_at",2.53519743333333,7.8955493030303,7.21494161489547,1.21011789363317e-05,0.00130436572153187,3.64438778313452
"204404_at",1.5641143,7.56427154545454,7.21493145574529,1.21013446173517e-05,0.00130436572153187,3.644374086782
"214274_s_at",-1.52786777777777,11.7468390909091,-7.21149636219221,1.21575051840638e-05,0.0013069796714805,3.63974215211013
"201505_at",2.91850345555556,7.77536909090909,7.18913628738033,1.25299440127604e-05,0.00134083427965121,3.6095517790625
"236652_at",-2.18426457777778,9.94980357575758,-7.18866686862328,1.25378922607099e-05,0.00134083427965121,3.60891723597343
"214461_at",1.47856011111111,12.21602,7.18109430982085,1.26668584911606e-05,0.00134430485149774,3.59867673018376
"205709_s_at",1.51235097777778,6.53665615151515,7.17906682931379,1.27016279091195e-05,0.00134430485149774,3.59593359012292
"238518_x_at",-1.62573874444444,8.51864045454546,-7.16335407883258,1.29745680334976e-05,0.00136834601650115,3.57465532113163
"200872_at",1.98278600000001,11.649959030303,7.15300807655212,1.31576999468521e-05,0.00137832795939416,3.56062610350323
"210891_s_at",1.16792888888891,10.9522312121212,7.13159061904958,1.35456351967326e-05,0.00141234044525315,3.53153690083237
"201562_s_at",-2.34877673333332,10.0377058787879,-7.12423528647443,1.36816652460584e-05,0.00142230285993225,3.52153223022889
"225835_at",3.01098613333333,7.29288739393939,7.11590727577411,1.38374468860875e-05,0.00143217365034514,3.51019547632947
"202859_x_at",3.63951444444445,9.82899563636364,7.11542382600988,1.38465481466021e-05,0.00143217365034514,3.50953707044443
"219093_at",-1.88550277777778,8.45197872727273,-7.1120931470659,1.39094243366475e-05,0.00143505317734193,3.50500016745817
"201160_s_at",2.66734158888891,9.35178960606062,7.10730558747215,1.40003379534074e-05,0.00143812725896735,3.49847606935947
"213905_x_at",1.42044839999998,9.75761436363636,7.10682793989729,1.40094430119869e-05,0.00143812725896735,3.49782499541157
"224841_x_at",1.21700073333331,10.0743178181818,7.10241777269838,1.40938102067498e-05,0.00144317093064566,3.49181206881711
"200863_s_at",1.16523033333335,10.9950464848485,7.096453456601,1.42087724347651e-05,0.00145131448916595,3.48367588147557
"203857_s_at",-1.30516553333333,9.99143727272727,-7.07631360255099,1.46044248191245e-05,0.00148065008952109,3.45616567234518
"211843_x_at",-2.53826955555557,12.8761066666667,-7.06780352126156,1.47751276669837e-05,0.00149425791138762,3.44452428852396
"212531_at",3.38124236666666,8.52419784848485,7.06559008174834,1.48198750020677e-05,0.0014950917739155,3.44149475627664
"208855_s_at",1.45146866666666,11.3755244848485,7.05484323684124,1.50392012199205e-05,0.00151349052276836,3.42677585595371
"213695_at",-2.05311799999999,12.4577278787879,-7.04881117823531,1.51638220228006e-05,0.0015222916329213,3.41850728004164
"227614_at",1.88059491111111,7.09047142424242,7.01077909481095,1.59753795479525e-05,0.00158956822632363,3.36625695395072
"1552474_a_at",-1.52896895555557,9.38314333333334,-7.00926586768759,1.60086140386785e-05,0.00158956822632363,3.36417382516345
"209660_at",-1.65201333333331,14.0624181818182,-7.00769671952777,1.60431546445298e-05,0.00158956822632363,3.36201337618577
"205890_s_at",4.46019733333333,10.3229317575758,7.00662329989552,1.60668289191138e-05,0.00158956822632363,3.36053526214469
"210521_s_at",-2.24117482222222,8.09100072727273,-7.00285145469708,1.61503130977881e-05,0.00159397752812603,3.35534009831621
"201036_s_at",-1.57197388888891,10.225546969697,-7.00040788461093,1.62046449009601e-05,0.00159549531369813,3.35197337516034
"228717_at",-2.0541546,7.3350016969697,-6.98859207385887,1.6470130763892e-05,0.00161774600949221,3.33568188046818
"226622_at",1.31990384444444,7.34059218181818,6.98489497888221,1.65541500355821e-05,0.0016221086873383,3.33058035107635
"209091_s_at",1.09834364444444,9.25380333333333,6.982089514084,1.66182115137929e-05,0.00162449958327791,3.3267078805891
"228496_s_at",2.76091242222224,8.15788163636364,6.97469127817077,1.67884187538664e-05,0.00163334167159053,3.31649056878426
"218504_at",-1.12214508888889,8.71207727272727,-6.96435332361394,1.70293811876715e-05,0.00164895135712964,3.30220049613033
"214621_at",-2.44912733333335,10.5774903030303,-6.95677963304679,1.72082536230462e-05,0.00166234165128856,3.29172191440201
"226192_at",-2.35433568888888,10.0167196363636,-6.9545207437948,1.72619904825104e-05,0.00166360910158387,3.28859506649727
"223551_at",1.26437101111111,6.81251815151515,6.92951917609121,1.78688569854552e-05,0.00171601054315239,3.25393891640556
"215300_s_at",-2.91654857777778,9.20259987878788,-6.92868426819705,1.78895115097066e-05,0.00171601054315239,3.2527800826247
"204932_at",1.18090692222222,6.46862815151515,6.92427790216769,1.7998941955812e-05,0.00172247351300959,3.2466625163571
"210959_s_at",-1.26078502222222,6.92757978787879,-6.91362364796167,1.82664979616921e-05,0.00174400347322366,3.23185940134793
"205478_at",-1.64764077777777,9.20897448484848,-6.89668406412284,1.8700667754901e-05,0.00177717088299998,3.20829041894263
"220753_s_at",-1.64561964444445,9.70735151515152,-6.89448007706987,1.87579612973502e-05,0.00177848920550502,3.20522091077127
"204272_at",2.61384577777777,9.9981326060606,6.87750179189487,1.92056453241515e-05,0.00180923504749866,3.18155211986137
"206172_at",-1.06766421111111,6.4894816969697,-6.87736182416922,1.92093830146547e-05,0.00180923504749866,3.18135682670329
"222603_at",1.23497552222222,6.90919278787879,6.8771606194237,1.92147573344544e-05,0.00180923504749866,3.18107608634267
"208982_at",1.54801155555556,8.80223272727273,6.86975414528266,1.94137097082069e-05,0.00182377554114322,3.17073786958216
"222083_at",-3.71687911111112,10.5521739393939,-6.86579648243343,1.95209198929243e-05,0.00182563238096213,3.16521044200997
"203636_at",1.06049384444445,7.53727521212121,6.86573391859306,1.9522619762724e-05,0.00182563238096213,3.16512304508575
"213506_at",1.82075557777778,7.73093606060606,6.86119807797264,1.96462808904841e-05,0.00183301143278665,3.15878534412445
"211056_s_at",-1.43839480000001,8.84397484848485,-6.8492916701425,1.99748781046735e-05,0.00185724019967976,3.14213525534115
"200966_x_at",1.90425546666669,10.24275,6.84851005467877,1.99966534353567e-05,0.00185724019967976,3.14104153048965
"211852_s_at",-1.2164276,8.4684416969697,-6.84622577481575,2.0060437301178e-05,0.00185894898511074,3.13784461101739
"200782_at",2.0572761111111,10.7214680606061,6.84151764459862,2.01925876940204e-05,0.00186617743350058,3.13125310470372
"201627_s_at",-1.62345319999999,11.1999067272727,-6.84020610970423,2.02295656748031e-05,0.00186617743350058,3.12941636141335
"226189_at",2.96304653333334,7.083497,6.83831561933632,2.02829940886535e-05,0.00186690147163406,3.12676838867921
"201954_at",1.60245264444444,9.53092278787879,6.83612235691699,2.03451679584555e-05,0.00186842541347618,3.1236956936791
