"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"225252_at",1.42574828888889,9.25380551515151,4.57955229781191,0.000671362164164528,0.0177867547749126,-0.407018879842253
"201667_at",2.33503342222222,7.60333693939394,4.57540481049344,0.00067612817705076,0.017878330538297,-0.41416390479657
"208743_s_at",1.08907651111111,8.46576333333333,4.56581289204686,0.000687286513647959,0.0181275440603418,-0.430696303792291
"222291_at",-1.03663277777778,7.96824472727273,-4.56428040661089,0.000689087015597645,0.0181390199690642,-0.433338698941552
"231704_at",-2.4439428111111,8.76179118181818,-4.56312753057463,0.000690444766437433,0.0181630874685362,-0.435326739422893
"230630_at",-1.00450097777778,7.37011242424242,-4.56247211910085,0.000691217895536428,0.0181717546747603,-0.436457015103279
"201163_s_at",1.62459244444446,13.0621933333333,4.55880540486611,0.000695559901852219,0.0182723763044195,-0.44278133219591
"207874_s_at",-2.35515508888888,12.2712605151515,-4.5581124393538,0.000696383686398565,0.0182723763044195,-0.443976736852544
"200762_at",1.90540008888887,9.87259939393939,4.55248529817848,0.000703110992270063,0.0184252867129811,-0.453686033107456
"221645_s_at",1.35506137777778,6.76039721212121,4.55002910005658,0.00070606865588476,0.018461180194713,-0.457925260728549
"200791_s_at",1.58223917777778,9.47349451515152,4.5458545451931,0.000711125356695262,0.0185201743012216,-0.46513192925007
"222162_s_at",2.76832131111111,9.45095109090909,4.54567700656058,0.000711341248764631,0.0185201743012216,-0.465438466659695
"209645_s_at",-1.1610392,8.19555424242424,-4.54463475202849,0.000712610041717944,0.0185201743012216,-0.467238095543394
"229693_at",-1.52411504444445,8.83354054545455,-4.54003395795695,0.000718239152360175,0.0186193886802163,-0.475183713806699
"204755_x_at",-1.910143,9.47226951515152,-4.53965856532006,0.000718700493259651,0.0186193886802163,-0.475832133477962
"220786_s_at",-2.34356853333333,11.8664082424242,-4.53868391695221,0.000719899738502747,0.0186386683876953,-0.477515733272876
"205654_at",-1.09738777777776,13.5629284848485,-4.52947076456382,0.000731339755288207,0.0188277467233499,-0.49343611204949
"1553972_a_at",-1.1593432888889,10.5818013333333,-4.52876599178843,0.000732222656827127,0.0188386355533809,-0.494654383690518
"230069_at",-1.47051933333333,8.47787678787879,-4.52720501935598,0.000734182124701779,0.0188771912402135,-0.497352896137388
"226696_at",-1.06701933333333,8.09021787878788,-4.5170724044896,0.000747035324877402,0.019052191700905,-0.514876634815117
"206385_s_at",2.06569446666667,8.3614426969697,4.51560756770832,0.000748912816567025,0.0190763184413985,-0.517410996933685
"209045_at",1.10035357777778,9.09307860606061,4.50873731876511,0.000757784432120289,0.0192067404425835,-0.529300856714965
"239380_at",-2.10113664444445,7.84414233333333,-4.50634437335949,0.000760900169748114,0.0192548627268679,-0.533443480752781
"227897_at",1.54362913333334,9.87560127272728,4.50610649103049,0.000761210634741119,0.0192548627268679,-0.533855335596207
"227474_at",1.07533848888889,6.78585666666667,4.49780342799389,0.000772130409359873,0.0194290027101642,-0.548234961225986
"238440_at",-1.33734688888888,9.3970966060606,-4.49771633167049,0.000772245816844827,0.0194290027101642,-0.548385841990468
"208782_at",1.53389286666663,10.285401030303,4.4972461803256,0.000772869104597009,0.0194327474863038,-0.549200321219857
"225927_at",1.5319851,7.8779166969697,4.49538165575722,0.000775346112169163,0.0194830683486728,-0.552430637949741
"205307_s_at",-1.31314684444444,7.96565218181818,-4.49381590163661,0.000777432606044729,0.0195235206075941,-0.55514364834986
"218326_s_at",-1.23487111111111,9.56097472727272,-4.48540336567093,0.000788743760636947,0.0197615536406497,-0.569725161576012
"201587_s_at",1.05325457777778,8.5635903030303,4.48533156179401,0.000788841041101156,0.0197615536406497,-0.569849655734064
"205289_at",1.06667658888889,6.82760627272727,4.48480356437795,0.000789556760880527,0.0197673932572772,-0.57076512069994
"204362_at",1.14706776666667,8.30228893939394,4.48364417746083,0.000791130731050113,0.0197946998247291,-0.572775431589912
"212158_at",-1.46117915555555,11.2474598787879,-4.47760425266165,0.000799383590466762,0.0199281512367183,-0.583250875883254
"203498_at",1.07386882222222,7.8411723030303,4.47590911046327,0.000801715914912921,0.019974137566252,-0.586191644528467
"203335_at",-1.1581071111111,13.0386454545455,-4.47367865839521,0.00080479558847756,0.0200265021315021,-0.590061593837341
"201670_s_at",1.4009354,7.43213715151515,4.47139003513443,0.000807968414792155,0.0200728265020556,-0.594033079429901
"209424_s_at",-1.74033318888888,8.97671184848485,-4.46957472829008,0.000810494340691471,0.0200953767796954,-0.597183647542487
"218345_at",-1.55774002222222,12.5876502424242,-4.46525268871738,0.00081654149966368,0.0201960889400511,-0.604686344062809
"211684_s_at",1.03598397777777,9.50099836363636,4.46195093418205,0.000821192837123971,0.0202866329407483,-0.610419381807874
"226425_at",1.59673565555555,7.38609687878788,4.45478592662248,0.0008313818468406,0.0204152092714293,-0.622864791113835
"235529_x_at",1.25998322222222,10.6135324242424,4.45188426181805,0.000835545600424869,0.0205010667288345,-0.627906596757025
"219147_s_at",-1.09156153333334,9.908324,-4.44874893136734,0.000840069110684273,0.0205914965317278,-0.633355507886434
"210260_s_at",1.62858643333333,6.81039972727273,4.44758553934185,0.000841754089945206,0.0206204579964508,-0.635377664292319
"201956_s_at",1.09697675555556,10.1922922424242,4.44299896790867,0.00084843139071502,0.0207136895553789,-0.643351365641905
"206332_s_at",1.82373974444444,8.433357,4.44297738423583,0.000848462943290132,0.0207136895553789,-0.643388894358495
"202149_at",1.41813393333334,8.66903066666667,4.44219317647975,0.000849610185316331,0.0207261367363738,-0.644752475932635
"219564_at",1.95444317777778,6.97664015151515,4.43417678088929,0.000861430834795948,0.0209770187648081,-0.658695466186662
"204337_at",2.23976946666667,7.3955956969697,4.43248483516497,0.000863947553144563,0.0210133181883896,-0.661639228905166
"202409_at",-1.62768802222222,11.8877323636364,-4.42931775406189,0.000868679119574129,0.0210908287247402,-0.667150417338828
"215559_at",-1.86898675555554,9.55275545454545,-4.42396107123846,0.000876743507828453,0.0212559466329994,-0.676474455600858
"213149_at",1.15288177777778,7.12906272727273,4.42376723216095,0.000877036788246026,0.0212559466329994,-0.676811920639722
"208407_s_at",1.12845375555556,8.74548430303031,4.42290616825048,0.000878340823198277,0.0212749626122875,-0.678311045825666
"202975_s_at",-1.03591584444444,8.35982927272727,-4.42000351407972,0.000882751648986174,0.0213220756973051,-0.683365235130148
"203075_at",1.12115535555555,7.59862384848485,4.4199135326481,0.000882888751742707,0.0213220756973051,-0.683521928914395
"213143_at",-1.35487228888888,9.56146084848485,-4.41656650375751,0.000888004349015347,0.0213891580656885,-0.689351106304363
"225880_at",-1.07976240000001,10.1703195757576,-4.41638835645852,0.000888277493828856,0.0213891580656885,-0.689661403043812
"200983_x_at",1.37106355555556,11.2200164848485,4.41595097612827,0.000888948479912844,0.0213927384187721,-0.690423246900778
"201438_at",1.70111980000001,8.53752660606061,4.40855248510991,0.00090037892704504,0.0215745400730058,-0.703313490393882
"210976_s_at",1.10393517777777,7.64438460606061,4.40275429582667,0.000909443980818116,0.0216947676239541,-0.713419907537239
"223820_at",-1.29540703333332,9.94640645454545,-4.39891915931887,0.000915492164939674,0.0217882879626753,-0.720106758066551
"204141_at",3.04083433333335,10.1581044242424,4.39856984731809,0.000916045124711382,0.0217887876092064,-0.720715892621237
"203324_s_at",1.87457692222222,9.52305869696969,4.39492958798491,0.000921828399645101,0.0218821872230037,-0.727064641768489
"202388_at",2.20465039999998,10.1055138181818,4.39475368412438,0.000922108819719826,0.0218821872230037,-0.727371462600266
"201743_at",-1.64739382222225,12.2167335151515,-4.39362554215215,0.000923909380502046,0.0219122202177089,-0.729339310546306
"213409_s_at",-1.11048422222222,7.44655066666667,-4.38996835158416,0.000929771637223598,0.0219965022573843,-0.735719630995366
"227962_at",-1.4384420888889,11.1812049090909,-4.38977911367311,0.000930076026852099,0.0219965022573843,-0.736049815693018
"203021_at",1.57232588888888,10.801961030303,4.38973422625544,0.000930148243604327,0.0219965022573843,-0.736128136417567
"204388_s_at",-1.23945855555556,10.5071086363636,-4.38441570636464,0.000938746394141343,0.0221486829249051,-0.745409630208101
"218676_s_at",-1.02258282222221,9.92708551515151,-4.38250904926071,0.000941848908139301,0.0221916935336279,-0.748737762583738
"201310_s_at",-1.47838841111111,8.47374021212121,-4.38245599882599,0.000941935384445629,0.0221916935336279,-0.748830369681213
"231790_at",-1.89057411111112,10.2537729090909,-4.38207922764722,0.000942549788613057,0.0221916935336279,-0.74948808656566
"212013_at",1.14857266666667,8.16119148484848,4.38061027288813,0.00094494921645359,0.0222310022726724,-0.752052543771699
"1558603_at",-1.52739543333333,6.63876251515152,-4.38011898904681,0.000945753111190346,0.0222371421821156,-0.75291026629987
"237563_s_at",1.56336626666666,7.94080436363636,4.37345088830116,0.000956734953694268,0.0224807945794001,-0.764554637290445
"200976_s_at",1.02633000000003,10.7690536363636,4.37312165085486,0.000957280611456092,0.0224807945794001,-0.765129706669695
"221139_s_at",-1.58758691111111,8.44101436363636,-4.36942634495202,0.000963427267594229,0.022600811828976,-0.771585017609323
"203835_at",1.07410014444444,7.86272539393939,4.36794056941603,0.000965910234550576,0.0226201928513191,-0.774180939761103
"228098_s_at",1.16497851111111,6.86881957575757,4.36095586134647,0.000977672422530539,0.0228434025980766,-0.786387790700651
"206116_s_at",1.4259672,7.92967557575758,4.35809333334799,0.000982535899816826,0.0228917451197937,-0.791392060635708
"227194_at",1.16349257777778,6.61576848484849,4.35031367338438,0.000995881356943023,0.0230975676664945,-0.804997031755897
"202766_s_at",1.72954442222222,7.98391733333333,4.34580926914372,0.00100369449488923,0.0232524450317693,-0.812877325080702
"200661_at",1.1019805111111,10.2274261212121,4.34434457467184,0.00100624881718886,0.0232984427943688,-0.815440235785005
"230914_at",-1.37184737777778,8.66434578787879,-4.33347675951107,0.00102541418122425,0.0235689895896545,-0.834463992490794
"207414_s_at",-1.45946206666667,11.2175181515151,-4.33169729706692,0.00102858828375703,0.0236286862111072,-0.837580112820455
"209213_at",-1.07909066666666,9.93042824242425,-4.33038043408409,0.00103094381163235,0.0236695221864628,-0.83988637039835
"31835_at",-1.30095000000002,13.5299957575758,-4.32890275127886,0.00103359369117853,0.0237076434079292,-0.842474500800983
"211652_s_at",1.13516633333333,11.604113030303,4.3284869272307,0.00103434065211478,0.0237076434079292,-0.843202850714158
"201760_s_at",1.19471007777779,9.9009400909091,4.32635341099781,0.00103818201715814,0.0237690873341422,-0.846940174918543
"1558549_s_at",-1.55244957777778,10.0816515454546,-4.32573462859969,0.00103929890142432,0.0237813651974519,-0.848024201254409
"202534_x_at",-1.16980262222222,9.32842242424242,-4.31932595809074,0.00105094018138426,0.0239807570414027,-0.859253800729239
"213380_x_at",-1.38586880000001,10.852142969697,-4.31876937644695,0.00105195758985806,0.0239906074181494,-0.860229281351837
"202620_s_at",1.55227371111112,10.3508828484848,4.31572461696675,0.00105754145504142,0.0240777323274272,-0.865566204762786
"224709_s_at",1.05499506666666,9.29096454545454,4.31533954707843,0.00105824983879301,0.0240804750817349,-0.86624123528735
"200999_s_at",1.01458992222223,10.1981131818182,4.31212240101844,0.00106418750738206,0.0241910746120509,-0.871881542269013
"208678_at",1.00013724444443,10.116476060606,4.31206621043172,0.00106429152203217,0.0241910746120509,-0.871980065628298
"219630_at",2.02401568888889,7.46041757575758,4.31098863874223,0.00106628826781852,0.024209590444334,-0.873869522279515
"229983_at",-1.20933711111111,8.30050109090909,-4.31055598208739,0.00106709107915776,0.0242143952970762,-0.874628194662107
"225105_at",1.69848337777778,7.09603845454545,4.30925088546581,0.00106951654904229,0.024229163900566,-0.876916830517027
"209739_s_at",-1.20379993333331,9.74077487878787,-4.3042136901947,0.00107893190049406,0.0243616161589506,-0.885751842972594
"215103_at",-1.86542368888888,9.13441636363636,-4.30117947896207,0.00108464492321035,0.0244232937931682,-0.891075024860293
"207244_x_at",-2.24457617777777,11.5769225454545,-4.29569108531386,0.00109505893741849,0.0245767227494377,-0.900706293756314
"226682_at",-1.75583793333333,10.2866088484848,-4.29496738016313,0.00109643988162292,0.024594239381924,-0.901976522497411
"208147_s_at",-1.52978555555554,13.6464218181818,-4.29022994208622,0.0011055245206038,0.0247573421757304,-0.910292929659665
"212097_at",1.69297507777778,9.10914118181818,4.28698141989958,0.00111179919686987,0.0248570869566556,-0.915996975427099
"213524_s_at",1.57908211111111,10.1193611515151,4.28554726397534,0.00111458111308175,0.0248785437660575,-0.918515550793167
"230931_at",-2.02809328888888,11.3511416363636,-4.28520117942175,0.00111525351722802,0.0248799939063956,-0.919123355582929
"214069_at",-1.21044404444445,11.5218892727273,-4.27756821762286,0.00113019127267465,0.025133710517661,-0.932531827793289
"206386_at",-1.86522591111111,11.3914278181818,-4.27693292364602,0.00113144389025112,0.0251453121545284,-0.93364809664817
"208666_s_at",-1.30108303333334,8.97785445454546,-4.27277924779325,0.00113966940398288,0.0252595882671725,-0.940947526976586
"223318_s_at",-1.68468940000001,8.84589709090909,-4.26954997147487,0.00114610728100634,0.0253611064952668,-0.946623723588128
"200885_at",1.11441108888888,8.8714736060606,4.26829774322017,0.00114861388391111,0.0253751072535667,-0.948825097361103
"201753_s_at",1.13114231111111,8.96530581818182,4.26185299912201,0.00116160487278066,0.02553738861295,-0.960157328964495
"200660_at",2.68540936666667,9.05491378787879,4.26005179671986,0.00116526288931727,0.0255503226357313,-0.963325281059912
"203963_at",1.09890928888889,6.97916866666667,4.25511003763926,0.00117536060848421,0.0256618311102905,-0.972018574318374
"224894_at",1.57091468888888,8.42977824242424,4.25396849726445,0.00117770607523623,0.0256799376829108,-0.974027075449161
"213151_s_at",1.06810000000002,11.071522,4.25213177596393,0.00118149011241085,0.0257407731458702,-0.977259007358136
"201669_s_at",2.38056762222223,9.57123330303031,4.25073873951514,0.00118436848997267,0.025789765540027,-0.979710455619421
"223316_at",1.45115295555555,9.62828975757575,4.25003052639727,0.00118583463715509,0.0258051443461672,-0.980956837337
"219181_at",-1.02938348888889,6.85215196969697,-4.24887608701153,0.00118822860972892,0.0258052256765042,-0.982988642324176
"209501_at",1.00630513333333,8.75021609090909,4.24091361164508,0.0012048778695109,0.0260976164237424,-0.997006289472206
"209236_at",-1.18416015555555,8.41235460606061,-4.23865971236015,0.0012096345858506,0.0261477228396191,-1.00097538266786
"218039_at",1.21489255555556,7.90277933333333,4.23517282576218,0.00121703192803857,0.0262636516019661,-1.00711678131327
"202626_s_at",1.05599935555556,7.68499581818182,4.23314201556662,0.00122136188647138,0.0263154979000426,-1.01069418965495
"200911_s_at",1.10611222222225,10.4519473939394,4.23187700360042,0.00122406714873474,0.0263599192139991,-1.01292280637939
"211963_s_at",1.04007399999998,11.6783909090909,4.22710789333593,0.00123432212571943,0.0264860911870981,-1.02132618774571
"201260_s_at",1.19956235555557,9.9439153939394,4.22536948445898,0.00123808237424843,0.0265500607156237,-1.02438991707959
"216840_s_at",1.47138256666667,7.04529009090909,4.22505336195134,0.00123876743780069,0.0265508505938662,-1.02494707671931
"202960_s_at",-1.45607622222221,12.1140727272727,-4.2240739952837,0.00124089230707661,0.0265824832665015,-1.02667325554258
"227407_at",-1.03424094444445,8.96723475757575,-4.22193132958963,0.00124555432612325,0.0266281466310463,-1.03045014237878
"208336_s_at",-1.12808097777778,8.44047936363636,-4.2187629895074,0.00125248138105895,0.0267189504618716,-1.03603584409644
"200974_at",1.68309344444442,11.0518263636364,4.21728626159563,0.00125572366479972,0.0267585825159278,-1.03863962476376
"212687_at",1.23742113333333,9.93549781818182,4.21411414256902,0.00126271783781587,0.026839470637831,-1.04423348082261
"218967_s_at",1.27514771111111,7.26643815151515,4.20950127796686,0.00127296097826446,0.0270011438160197,-1.05236982371787
"212124_at",1.46133611111111,9.02530824242424,4.20736441316268,0.00127773522487386,0.0270440407600028,-1.05613963166644
"229019_at",-1.54872982222222,8.10997845454546,-4.20721696680458,0.00127806533896626,0.0270440407600028,-1.05639977007962
"208323_s_at",1.47403084444444,8.38054424242424,4.20599378871478,0.00128080730033702,0.0270440407600028,-1.05855789743257
"205547_s_at",2.84444041111111,9.02651318181818,4.20568358026156,0.0012815036558902,0.0270440407600028,-1.05910524090938
"229229_at",-1.70204606666665,9.94124103030302,-4.20559994644713,0.00128169146425464,0.0270440407600028,-1.05925280921353
"218729_at",2.56893839999999,7.1967686060606,4.2053529339126,0.00128224632329709,0.0270440407600028,-1.0596886564088
"230621_at",1.28852488888889,8.15615357575757,4.20279922716321,0.00128799730224622,0.0271188761955303,-1.06419496407761
"212476_at",1.0769725,8.20972512121212,4.20174925386684,0.00129036961938821,0.0271315447846621,-1.06604795154326
"200011_s_at",1.45112036666668,8.98193833333334,4.19811011983277,0.00129862707939927,0.0272180264383318,-1.07247112956506
"222138_s_at",1.13116248888889,8.95696121212121,4.19783752224337,0.00129924782799804,0.0272180264383318,-1.07295232552375
"216696_s_at",-1.28427055555556,9.45695954545455,-4.19759567272376,0.00129979881621565,0.0272180264383318,-1.07337925044018
"223098_s_at",-1.17549402222222,9.26999509090909,-4.19492945985817,0.00130588916075127,0.027317627239638,-1.07808616968928
"218217_at",1.06856124444445,8.98179554545455,4.18814623531169,0.00132151780987586,0.0275601058934345,-1.09006442816196
"208864_s_at",1.03482016666665,11.2227833030303,4.18696947139817,0.00132424879575145,0.0276030058143428,-1.09214289878456
"212614_at",1.58608363333334,9.30619293939394,4.18486626698408,0.00132914442986318,0.0276628184465274,-1.09585804508806
"219087_at",1.61336233333335,10.1612028484849,4.17748354130456,0.00134647845274137,0.0279384047344649,-1.10890250780439
"217727_x_at",1.04962505555556,10.7628105757576,4.17476342386699,0.00135292406837989,0.0280123205581179,-1.11371000692692
"208659_at",1.42479172222221,11.1867235454545,4.17416030541489,0.00135435755591491,0.0280167328953125,-1.11477604869087
"206738_at",-1.75954019999997,11.4460506666667,-4.1674110280968,0.00137050712863867,0.0283054800757602,-1.12670815814534
"213734_at",1.46532798888889,6.94123112121212,4.16717306180268,0.00137108016480647,0.0283054800757602,-1.12712894211358
"202239_at",1.01374637777778,8.7798176969697,4.16647909180204,0.00137275270365583,0.0283257319844026,-1.12835608627547
"211538_s_at",1.3222168,6.93175996969697,4.16109249641769,0.00138580716043451,0.0285089279177484,-1.13788277274552
"219803_at",-1.39259599999998,12.5588818181818,-4.15975483005706,0.00138906892770503,0.0285473528398747,-1.14024899465184
"36553_at",-1.05360104444445,9.72353187878788,-4.15594486360171,0.00139840287894794,0.0286460741538134,-1.14698946172443
"226181_at",-1.83170917777777,8.72433036363636,-4.15521405630123,0.00140020069272862,0.0286482670589182,-1.14828254229979
"225308_s_at",1.51538943333334,7.57356354545454,4.15518419951093,0.00140027419253288,0.0286482670589182,-1.14833537159798
"230120_s_at",-2.03797971111111,8.30366836363636,-4.15394179874255,0.00140333621783319,0.0286679541876457,-1.1505337806351
"212226_s_at",-1.22076960000001,11.0432247272727,-4.15174478995217,0.00140876798796962,0.0287167558122068,-1.15442171811431
"201422_at",1.44004933333334,10.1502225454545,4.14189435693015,0.00143339112293622,0.029078884103192,-1.17185924072384
"208228_s_at",1.31415877777778,8.22534278787879,4.14058478922327,0.00143669810953416,0.0291171290788765,-1.17417817492422
"229490_s_at",1.27265442222222,6.75013972727273,4.13641752689386,0.00144727424444374,0.0292728483757937,-1.18155849704903
"202314_at",-1.26931751111112,9.02167260606061,-4.13615035610809,0.00144795504795913,0.0292728483757937,-1.18203171932765
"209387_s_at",1.60242773333333,7.48453090909091,4.13537934595033,0.00144992159572734,0.0292836975539429,-1.18339739762754
"207542_s_at",1.9395911111111,8.56494487878787,4.13129912749664,0.00146037486205035,0.0294367588458269,-1.19062556423305
"228031_at",-1.05016866666667,8.2037846060606,-4.12951020765166,0.00146498257775165,0.0294716215138163,-1.19379515909605
"203658_at",-1.25442373333333,10.0186053939394,-4.12787860526831,0.00146919823620571,0.0294984757631125,-1.19668628379316
"201650_at",1.73927248888889,6.72092351515151,4.12734410238015,0.00147058199364068,0.0295117921986912,-1.1976334530847
"213133_s_at",-1.28580231111109,10.4866155151515,-4.12373658880334,0.00147995677848504,0.0296708515369402,-1.20402687500291
"235979_at",2.07183314444444,7.95291439393939,4.12135741763697,0.00148617338000251,0.0297635062088986,-1.2082440350741
"209389_x_at",-1.2038320888889,10.8314524848485,-4.10913368464868,0.00151854267773028,0.0302813970482739,-1.22991936203105
"208977_x_at",1.17042820000001,9.59626248484849,4.10809091900966,0.0015213376119394,0.0303066759351525,-1.23176905590584
"200975_at",1.44613455555559,11.1997066666667,4.10511668805893,0.00152933879930753,0.0303931042604742,-1.23704540394027
"203913_s_at",-2.58396502222223,9.39673866666667,-4.10476114551893,0.00153029818340653,0.0303974215781513,-1.23767619867923
"227278_at",1.39536915555556,9.33581715151515,4.10257189993643,0.00153621933144661,0.0304707058579766,-1.24156056135503
"212335_at",1.67819388888889,7.58363084848485,4.10062276615371,0.00154151104045551,0.0305313107862752,-1.24501926781987
"214279_s_at",-1.83039755555556,8.386135,-4.09852976278979,0.00154721437874734,0.0306146636420832,-1.24873365843161
"221802_s_at",1.14185315555557,9.29711993939395,4.09596109009677,0.00155424379286892,0.0307092481968732,-1.25329275596821
"209651_at",1.55633597777778,7.17330133333333,4.09474263912669,0.00155758976251849,0.0307396548917449,-1.25545557766706
"206242_at",1.21505906666667,9.84671224242425,4.09452100096966,0.00155819920157515,0.0307396548917449,-1.2558490129894
"202006_at",1.40543435555555,7.94199824242424,4.09436047745106,0.00155864074781723,0.0307396548917449,-1.25613396503178
"226184_at",1.06462743333333,7.71537639393939,4.08809067504693,0.00157598868032013,0.030945333819325,-1.26726559902502
"202309_at",-1.49644893333334,11.9231392727273,-4.08450820464709,0.00158599071883268,0.0310768876949074,-1.27362765628538
"211295_x_at",-2.75098164444446,11.6440682424242,-4.08409487055625,0.00158714894632156,0.0310768876949074,-1.27436176539597
"216025_x_at",-1.36599700000002,13.7662972727273,-4.08405293268499,0.00158726651182271,0.0310768876949074,-1.27443625073944
"205351_at",-1.00773910000002,9.38934093939395,-4.08348898462401,0.00158884831839101,0.0310929948748099,-1.27543788754754
"223781_x_at",-2.36457460000001,11.5185233636364,-4.08256589640343,0.00159144099500099,0.0311288594623904,-1.27707746098795
"200788_s_at",1.23752611111113,9.46556375757577,4.08023430924777,0.00159800925472125,0.0312118018904492,-1.28121912995182
"243562_at",-2.16651168888889,8.34302618181818,-4.06900010488088,0.00163005274207725,0.0316573400961319,-1.3011816636337
"219562_at",-1.01590877777778,7.51777539393939,-4.06823243363389,0.00163226652991498,0.0316623356469889,-1.30254618502005
"201300_s_at",1.19004488888888,11.1764886060606,4.06452302885141,0.0016430075574654,0.0317873072689839,-1.30914032537006
"221485_at",1.30801126666667,8.23058424242424,4.06156790131857,0.00165161685292969,0.0318796299147724,-1.31439447911956
"214421_x_at",-1.36994399999998,13.8191781818182,-4.06122144959873,0.00165262923991209,0.0318841455664433,-1.31501051377778
"201976_s_at",1.31796962222222,9.04052121212121,4.05593588433665,0.00166815443122794,0.0321193243384557,-1.32441023314693
"220335_x_at",-1.52791051111112,8.723668,-4.05448723640172,0.00167243582763613,0.032160234302417,-1.32698690484955
"221958_s_at",1.07626837777778,7.07308145454546,4.05230066003287,0.00167891968639307,0.0322086635887295,-1.33087646112954
"205576_at",-1.38915122222221,12.9746281818182,-4.05220620471834,0.00167920036058273,0.0322086635887295,-1.33104449094757
"1552701_a_at",1.30449891111112,9.13820960606061,4.05189884289407,0.00168011402323307,0.0322086635887295,-1.3315912729414
"226597_at",-1.26217893333333,11.045868969697,-4.05044839645426,0.00168443256500279,0.0322546392846887,-1.3341716600572
"206893_at",-1.38858527777778,6.75526215151515,-4.04869051673562,0.00168968186225131,0.0323400371009119,-1.33729922803881
"231579_s_at",1.73808700000001,10.8036698787879,4.04807213976855,0.00169153245416656,0.032345227726521,-1.33839949070779
"203338_at",1.26074947777778,7.79167566666667,4.04092586712425,0.00171307167375574,0.0325968813674425,-1.35111710382043
"207262_at",-2.16271766666668,9.49596484848486,-4.04080208779468,0.00171344724197622,0.0325968813674425,-1.35133742264537
"214686_at",1.05850872222222,8.07721827272727,4.03577898686098,0.00172876033471928,0.0327816178471143,-1.3602793262852
"209191_at",1.0611726,7.64405951515151,4.0260441529109,0.00175884183545265,0.0331525093135321,-1.3776150654221
"207218_at",-1.41128444444446,13.3749048484848,-4.02444956028233,0.0017638206593608,0.0332310627353998,-1.38045548449049
"212694_s_at",-1.14639915555556,10.5438016969697,-4.0229916582715,0.00176838545263208,0.0332711528499575,-1.38305260964421
"204681_s_at",1.12954958888889,8.50414657575758,4.02061040499736,0.00177586762670442,0.0333098135327838,-1.38729499530129
"201651_s_at",1.20919888888889,10.716152969697,4.01711023765982,0.00178692506072485,0.0334502365672795,-1.39353169016953
"207719_x_at",1.02319056666667,7.31617178787879,4.01692487156549,0.00178751263584136,0.0334502365672795,-1.39386200966847
"209772_s_at",1.59210268888889,7.00315481818182,4.01588602776185,0.00179080927308231,0.0334624803905923,-1.39571326720649
"224832_at",-1.06281411111112,9.34310345454546,-4.01424963843873,0.00179601490602405,0.0335365146872724,-1.39862955843474
"210519_s_at",2.00361137777778,7.311017,4.00854267745854,0.0018142925318501,0.0337933641710087,-1.4088019922037
"202336_s_at",1.48659344444444,7.90428684848485,4.0059363204396,0.00182270377727792,0.033888390382899,-1.41344863478677
"219681_s_at",1.5160299,6.88441166666667,4.00502546606447,0.00182565279146049,0.0338970592409022,-1.41507265083518
"208209_s_at",-1.26032537777778,11.2638459393939,-4.00351887658,0.00183054141427026,0.0339724267272749,-1.41775899096667
"204205_at",1.04225367777778,7.44860572727273,4.00302053215087,0.00183216143392258,0.0339818840901488,-1.41864761107977
"209184_s_at",-1.02472604444445,10.0063025454545,-4.00285178951561,0.0018327103189809,0.0339818840901488,-1.41894850829002
"222400_s_at",-1.1330386666667,13.5444424242424,-4.00084723890407,0.00183924373354391,0.0340413845830209,-1.42252314985427
"211548_s_at",-2.94028653333335,10.5820694545454,-3.99576429860108,0.00185591870749892,0.0343068490610619,-1.43158887381148
"202949_s_at",1.38024173333334,9.23283860606061,3.99532051494648,0.00185738197421754,0.0343150691393668,-1.43238049019079
"212714_at",-1.29075120000001,10.4141082424242,-3.99260204246985,0.00186637153662183,0.0344345548506728,-1.43723002793741
"218871_x_at",1.58440337777778,7.42857190909091,3.98948961198689,0.00187671911501899,0.0345631916511073,-1.4427831063406
"227372_s_at",1.20438211111111,7.7780963030303,3.98551019485844,0.00189003553321298,0.0347082435755506,-1.44988419252524
"238447_at",1.52415367777778,7.25689051515152,3.98536391122394,0.00189052690292862,0.0347082435755506,-1.45014525373664
"212509_s_at",1.73816844444447,10.1953547878788,3.98454491346711,0.00189328037356328,0.0347375841205935,-1.45160688882648
"209614_at",-1.82350702222222,11.0359287272727,-3.9823869550709,0.00190055530005506,0.0347832191845197,-1.45545838095525
"211729_x_at",1.08732513333333,8.56532236363636,3.98123599152453,0.00190444724747405,0.0348233280398615,-1.45751275950768
"212296_at",1.48593293333335,10.3968373939394,3.98038348895371,0.0019073352685496,0.0348571424273263,-1.45903447871609
"205066_s_at",-1.54028048888888,9.01071739393939,-3.98018788102271,0.00190799856739826,0.0348571424273263,-1.45938364773107
"201952_at",1.13948599999999,10.9692828484848,3.97460559700977,0.00192702870872838,0.0351577589669514,-1.46934959122975
"229620_at",-1.37411171111111,6.76852521212121,-3.97135486799219,0.00193820079792534,0.0352970828003735,-1.47515422027326
"203758_at",-1.06521379999999,9.76047024242424,-3.96482457720463,0.00196084682125787,0.0356078271081658,-1.48681754053412
"210139_s_at",1.76197242222223,8.33841533333334,3.96288849087206,0.00196761327931615,0.0356757292197921,-1.49027611460645
"206584_at",1.54622488888889,7.62464660606061,3.96050337761498,0.00197598222931525,0.0357815160933242,-1.49453723086071
